ID,Label,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_24_ACS_Total,T_24_ACS_White,T_24_ACS_Hispanic,T_24_ACS_Black,T_24_ACS_Asian,T_24_ACS_Native,T_24_ACS_Pacific,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_SOS_Total,E_18_SOS_Dem,E_18_SOS_Rep,E_18_TREAS_Total,E_18_TREAS_Dem,E_18_TREAS_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,X_20_KS_2020_StateHouse_contested_only_DRA_D,X_20_KS_2020_StateHouse_contested_only_DRA_R,X_20_KS_2020_StateHouse_contested_only_DRA_Tot,X_20_KS_2020_StateSenate_contested_only_DRA_D,X_20_KS_2020_StateSenate_contested_only_DRA_R,X_20_KS_2020_StateSenate_contested_only_DRA_Tot,X_22_2022_Age_by_Sex_Male_U5,X_22_2022_Age_by_Sex_Male_5_9,X_22_2022_Age_by_Sex_Male_10_14,X_22_2022_Age_by_Sex_Male_15_17,X_22_2022_Age_by_Sex_Male_18_19,X_22_2022_Age_by_Sex_Male_20,X_22_2022_Age_by_Sex_Male_21,X_22_2022_Age_by_Sex_Male_22_24,X_22_2022_Age_by_Sex_Male_25_29,X_22_2022_Age_by_Sex_Male_30_34,X_22_2022_Age_by_Sex_Male_35_39,X_22_2022_Age_by_Sex_Male_40_44,X_22_2022_Age_by_Sex_Male_45_49,X_22_2022_Age_by_Sex_Male_50_54,X_22_2022_Age_by_Sex_Male_55_59,X_22_2022_Age_by_Sex_Male_60_61,X_22_2022_Age_by_Sex_Male_62_64,X_22_2022_Age_by_Sex_Male_65_66,X_22_2022_Age_by_Sex_Male_67_69,X_22_2022_Age_by_Sex_Male_70_74,X_22_2022_Age_by_Sex_Male_75_79,X_22_2022_Age_by_Sex_Male_80_84,X_22_2022_Age_by_Sex_Male_O84,X_22_2022_Age_by_Sex_Female_U5,X_22_2022_Age_by_Sex_Female_5_9,X_22_2022_Age_by_Sex_Female_10_14,X_22_2022_Age_by_Sex_Female_15_17,X_22_2022_Age_by_Sex_Female_18_19,X_22_2022_Age_by_Sex_Female_20,X_22_2022_Age_by_Sex_Female_21,X_22_2022_Age_by_Sex_Female_22_24,X_22_2022_Age_by_Sex_Female_25_29,X_22_2022_Age_by_Sex_Female_30_34,X_22_2022_Age_by_Sex_Female_35_39,X_22_2022_Age_by_Sex_Female_40_44,X_22_2022_Age_by_Sex_Female_45_49,X_22_2022_Age_by_Sex_Female_50_54,X_22_2022_Age_by_Sex_Female_55_59,X_22_2022_Age_by_Sex_Female_60_61,X_22_2022_Age_by_Sex_Female_62_64,X_22_2022_Age_by_Sex_Female_65_66,X_22_2022_Age_by_Sex_Female_67_69,X_22_2022_Age_by_Sex_Female_70_74,X_22_2022_Age_by_Sex_Female_75_79,X_22_2022_Age_by_Sex_Female_80_84,X_22_2022_Age_by_Sex_Female_O84,X_22_2022_Education_NoHS,X_22_2022_Education_HS,X_22_2022_Education_SomeCol,X_22_2022_Education_Assoc,X_22_2022_Education_Bach,X_22_2022_Education_Master,X_22_2022_Education_Prof,X_22_2022_Education_Doc,X_22_2022_Income_Expanded_U10K,X_22_2022_Income_Expanded_U15K,X_22_2022_Income_Expanded_U20K,X_22_2022_Income_Expanded_U25K,X_22_2022_Income_Expanded_U30K,X_22_2022_Income_Expanded_U35K,X_22_2022_Income_Expanded_U40K,X_22_2022_Income_Expanded_U45K,X_22_2022_Income_Expanded_U50K,X_22_2022_Income_Expanded_U60K,X_22_2022_Income_Expanded_U75K,X_22_2022_Income_Expanded_U100K,X_22_2022_Income_Expanded_U125K,X_22_2022_Income_Expanded_U150K,X_22_2022_Income_Expanded_U200K,X_22_2022_Income_Expanded_O200K,X_22_Commissioner_of_Insurance_2022_D,X_22_Commissioner_of_Insurance_2022_R,X_22_Commissioner_of_Insurance_2022_Tot,X_22_KS_2022_Amendment_DRA_D,X_22_KS_2022_Amendment_DRA_R,X_22_KS_2022_Amendment_DRA_Tot,X_22_KS_2022_Q1_RulesRegs_DRA_D,X_22_KS_2022_Q1_RulesRegs_DRA_R,X_22_KS_2022_Q1_RulesRegs_DRA_Tot,X_22_KS_2022_Q2_Sheriff_DRA_D,X_22_KS_2022_Q2_Sheriff_DRA_R,X_22_KS_2022_Q2_Sheriff_DRA_Tot,X_22_KS_2022_StateHouse_contested_only_DRA_D,X_22_KS_2022_StateHouse_contested_only_DRA_R,X_22_KS_2022_StateHouse_contested_only_DRA_Tot,X_24_KS_2024_StateHouse_contested_only_DRA_D,X_24_KS_2024_StateHouse_contested_only_DRA_R,X_24_KS_2024_StateHouse_contested_only_DRA_Tot,X_24_KS_2024_StateSenate_contested_only_DRA_D,X_24_KS_2024_StateSenate_contested_only_DRA_R,X_24_KS_2024_StateSenate_contested_only_DRA_Tot,Persons Living Alone,Family Households with Persons Under 18,Owner Occupied Housing,Renter Occupied Housing,Total Persons in Group Quarters,Persons in nursing homes
102,102,23668,16869,3848,1951,250,970,53,23746,17461,3497,1999,406,765,25,18660,13797,2585,1424,171,755,39,18265,14233,2059,1520,190,352,21,1213,75,100,21,6470,2388,3460,6471,2100,3816,5332,2676,1924,5267,2412,2855,5268,2570,2413,5232,2398,2834,6488,2646,3416,7798,3205,4370,7777,3301,3979,5163,1933,2999,5211,2709,2200,5155,2598,2557,5148,2019,2889,5139,2262,2605,7394,2952,4272,3839,3867,7704,2975,4705,7679,973,476,790,465,359,174,149,674,1155,732,1015,809,705,778,906,298,495,371,390,263,194,123,88,556,691,552,655,394,179,179,668,712,638,833,699,487,568,856,320,346,194,278,465,291,222,194,1850,5220,4590,1890,1308,403,55,78,431,687,431,454,341,464,691,614,518,1002,993,1045,765,260,188,114,2037,3034,5071,3207,1994,5200,2627,2650,5274,1826,3436,5260,2725,2461,5186,3487,3770,7253,2948,4181,7129,3490,3116,5400,4160,2132,0
103,103,23991,8766,11395,2685,595,1164,81,22645,8704,10553,2558,509,866,73,18321,7804,7452,2086,461,867,55,14749,7705,4420,1803,250,460,0,1668,239,188,0,4198,2333,1462,3967,2102,1546,3699,2448,881,3613,2324,1289,3639,2407,1082,3601,2346,1255,4244,2579,1437,5100,3190,1748,5039,3124,1618,2636,1553,987,2662,1824,749,2610,1764,846,2611,1592,932,2616,1690,825,4241,2573,1596,2580,1313,4194,3122,1709,4830,649,691,868,672,185,242,204,980,1264,968,815,802,526,805,513,410,543,226,480,252,177,101,25,545,648,808,385,555,140,201,614,728,921,943,406,596,597,637,330,575,39,625,483,151,204,144,4565,4254,3171,948,1370,652,152,183,802,701,462,332,508,357,448,436,707,607,1607,972,330,330,191,152,1548,1017,2565,2048,681,2728,1305,1005,2308,952,1333,2284,74,114,192,96,148,243,605,460,1065,3826,2908,3009,5978,2569,0
104,104,23650,20399,1571,673,274,649,37,22163,19447,1705,528,228,239,39,18458,16410,965,348,178,467,26,17389,15719,1113,221,85,130,22,218,81,41,22,11391,3084,7518,11498,2315,8612,10339,4278,5006,10202,3061,7141,10196,3713,6170,10094,3086,7008,11510,3446,7550,12914,3947,8719,12947,4092,8373,9950,2507,7153,10003,4219,5495,9889,3947,5942,9848,2682,6902,9828,3215,6301,12473,3919,8323,4225,7466,11690,3548,8116,11661,378,864,816,499,264,221,128,322,491,628,754,566,618,697,613,361,500,183,398,602,524,258,415,558,721,863,351,345,40,101,304,416,666,656,620,756,711,762,308,483,319,426,836,613,281,880,721,4161,4721,1836,3147,1278,425,100,339,269,410,427,558,396,409,263,357,760,824,1736,1038,747,436,689,2595,7147,9742,4075,4703,8780,3941,5085,9032,2947,6162,9113,3878,5949,9828,4318,7855,12178,3499,7548,11046,2857,2853,7141,2637,628,468
105,105,23307,16073,3722,1783,872,1085,60,22559,16036,3272,1757,1092,498,9,18422,13515,2400,1113,632,819,39,16800,13003,1649,1248,592,202,0,1157,454,68,0,8544,3007,4703,8308,2724,5001,7433,3559,3123,7323,3082,4241,7337,3422,3652,7242,3126,4116,8576,3469,4602,9941,4246,5418,9857,4264,5060,6676,2593,3883,6730,3492,3012,6619,3307,3312,6591,2742,3674,6625,3091,3307,9345,3949,5239,3855,5563,9430,4053,5443,9496,639,590,740,373,194,153,246,502,1219,860,747,723,449,671,537,120,297,318,287,522,251,126,137,1099,454,780,372,209,89,191,540,1264,748,648,554,745,634,702,223,462,249,334,512,268,267,219,970,4668,3820,1618,2823,957,122,120,514,372,241,399,872,505,868,591,731,764,1034,1288,728,334,412,227,2591,3850,6441,3780,2448,6228,2901,3010,5911,2155,3717,5872,2636,3514,6150,3537,4831,8368,3703,4577,8280,4087,3056,5242,5181,591,487
106,106,23174,21639,655,237,159,406,51,23088,21308,811,311,144,334,17,17855,16923,367,97,84,292,24,17389,16735,306,109,40,178,10,91,17,58,10,11461,2014,8748,11353,1553,9312,8963,2961,4933,8974,1788,7186,8947,2280,6381,8906,1759,7147,10826,2140,8269,12282,2370,9661,12169,2504,9084,9296,1306,7759,9334,2796,6091,9202,2613,6589,9145,1561,7310,9152,1936,6878,11685,2173,9278,2772,8374,11146,475,1400,1875,785,811,755,433,244,71,112,385,605,537,702,621,628,605,878,350,539,416,541,600,598,248,285,678,710,780,442,209,80,85,307,578,556,738,388,552,584,977,336,461,430,479,535,458,483,563,1109,6107,3518,1951,2355,816,240,175,369,473,469,370,741,403,392,551,528,711,1029,1502,859,465,481,387,1372,7689,9061,2855,5079,7934,3257,5318,8575,2163,6588,8751,0,0,0,0,0,0,0,0,0,3313,2767,7818,2167,371,205
107,107,24305,21256,1386,741,236,648,49,24006,20920,1462,830,259,415,138,18730,16711,854,449,152,498,37,18011,16511,677,253,152,306,22,184,91,75,22,10791,2110,7908,10711,1708,8290,8933,3128,4762,8799,2120,6679,8836,2535,5993,8786,2116,6670,10394,2353,7529,11680,2571,8855,11613,2703,8276,8674,1481,6864,8687,2956,5417,8596,2751,5845,8578,1686,6606,8588,1915,6415,11234,2352,8696,820,1298,2118,0,0,0,795,791,923,652,383,176,170,552,612,619,955,644,582,745,812,401,497,262,357,640,447,366,144,612,726,800,510,328,231,135,465,669,664,682,606,627,810,753,362,509,243,428,618,515,332,651,823,5128,4716,1883,2698,1066,125,74,631,488,438,660,370,394,417,430,477,1035,1217,1569,733,456,478,431,1643,6849,8492,3252,4359,7618,3192,4920,8107,2441,5704,8143,72,183,255,58,105,160,1222,2070,3291,3275,3011,6999,3118,742,188
108,108,24157,17636,2101,2537,1346,511,55,24088,17772,2493,2412,1184,452,39,19450,14878,1409,1693,1025,366,36,18632,15089,1357,1608,463,147,21,1413,294,44,21,11176,5288,4793,10945,4631,5630,10063,5812,3447,9991,5486,4505,10038,5240,4449,9947,5511,4436,11470,6022,4832,13313,7611,5392,13313,7312,5242,9607,5105,4199,9632,6046,3361,9518,6122,3396,9540,5195,4121,9489,5146,3732,12770,7365,5163,6914,6157,13162,7413,5734,13162,652,654,592,558,262,80,156,644,1176,1379,818,613,476,982,692,247,487,176,219,401,257,122,316,832,476,400,393,184,111,105,593,1229,1163,1010,448,850,896,671,281,509,311,342,569,400,345,541,653,2672,3992,1879,5623,2326,563,220,302,191,327,260,336,426,421,400,386,893,1404,1452,1545,1116,968,1001,4988,4328,9316,6394,2999,9391,5606,4117,9724,4547,5109,9653,533,634,1169,720,952,1673,3945,3527,7471,4346,3115,4642,6668,312,266
109,109,23076,20840,864,541,206,573,31,22966,20457,994,606,218,641,69,18229,16629,589,381,143,423,18,18081,16443,656,386,173,392,5,225,71,36,5,11166,1727,8843,11182,1338,9333,9352,2837,5482,9219,1832,7387,9215,2252,6637,9171,1810,7361,10740,1978,8399,11973,2131,9613,11905,2377,8966,9213,1118,7759,9244,2893,5870,9098,2545,6553,9106,1372,7422,9099,1589,7209,11346,2055,9095,0,0,0,0,0,0,623,583,825,422,408,130,66,288,768,615,855,750,531,675,871,288,606,237,587,725,459,296,349,574,587,662,440,263,72,51,294,496,530,589,594,503,600,944,314,461,381,532,614,572,388,641,1027,5485,4641,1978,2581,829,162,68,437,503,565,536,433,476,501,507,443,965,1041,1184,779,410,510,397,1326,7682,9008,3063,4765,7828,3240,5232,8472,2279,6313,8592,0,0,0,1284,8824,11067,604,2059,2663,3436,2659,7480,2309,1467,484
110,110,22587,20508,780,529,195,539,69,21993,19553,1011,689,266,438,68,17707,16329,497,375,119,360,40,16914,15505,564,470,71,231,0,441,50,76,0,11070,1436,9089,11043,1205,9358,9424,2501,5912,9298,1588,7710,9300,1924,7063,9261,1572,7689,10722,1681,8672,11968,1751,10008,11945,1930,9424,9250,910,7973,9301,2390,6557,9190,2161,7029,9166,1107,7803,9152,1457,7408,11578,1672,9698,151,404,554,1458,5542,7007,721,600,784,482,238,85,95,316,711,772,715,848,606,654,773,379,562,421,470,489,372,279,243,615,727,657,464,180,129,72,393,518,690,642,527,474,557,744,467,378,267,426,554,466,337,526,1282,5124,3944,1884,2617,803,137,93,395,335,414,377,522,392,523,357,608,1037,795,1301,840,463,549,405,1097,7903,9000,2623,5068,7690,3074,5387,8463,2154,6522,8676,19,61,83,1650,9429,11084,0,0,0,3079,2680,7203,2243,1256,240
111,111,24121,20648,1867,614,469,449,123,24301,21050,1829,680,467,334,45,19256,16749,1353,395,341,334,106,19281,17414,1134,314,214,153,0,219,147,47,0,9478,2350,6506,9523,1782,7371,8315,3561,3912,8167,2426,5741,8188,3181,4728,8061,2619,5442,9574,2789,6408,11064,3235,7580,11056,3361,7247,8346,1974,6106,8374,3617,4499,8262,3315,4947,8161,2190,5758,8153,2533,5301,10771,3075,7491,3984,6939,10924,3915,7039,10947,536,651,775,361,818,401,421,967,855,935,627,670,591,580,498,233,483,333,294,366,265,58,354,657,549,795,256,855,638,296,873,777,642,700,837,516,528,590,271,447,349,230,520,276,258,310,583,3917,2726,1277,3568,1489,380,436,548,574,606,413,341,376,405,723,450,741,874,1203,776,969,731,314,2144,5902,8046,3418,4225,7644,3226,4508,7732,2379,5422,7801,3272,4977,8246,2845,7901,10746,0,0,0,3366,2872,5696,4114,1800,60
112,112,22577,17279,3978,543,126,680,10,22024,16990,4045,539,97,647,6,17115,13780,2424,330,78,485,4,16025,13623,1827,310,60,204,3,147,19,32,3,8887,1621,6785,8798,1150,7195,7459,2330,4179,7365,1576,5789,7343,2039,5083,7331,1667,5664,8582,1826,6416,9664,2090,7412,9624,2197,7039,6973,1084,5703,6993,2318,4357,6891,2061,4830,6904,1215,5497,6900,1427,5257,9168,1972,7050,0,0,0,0,0,0,772,824,634,405,203,265,124,236,766,760,583,773,440,582,715,363,526,324,341,517,284,271,284,691,896,666,511,353,132,72,374,657,898,597,462,507,556,740,422,379,397,404,453,400,279,501,1682,4489,4012,1636,2427,680,207,54,374,383,330,648,445,468,401,422,479,829,873,1260,706,444,521,256,1320,6262,7582,2907,3446,6350,2610,3919,6526,1783,4899,6681,4,19,22,2542,6362,8903,1605,7294,8899,3033,3061,6385,3048,492,205
113,113,23990,20150,2447,504,169,757,55,23722,19458,2620,641,200,824,5,18524,15994,1527,325,117,550,24,18109,15893,1358,405,61,348,5,323,0,79,5,10695,1932,8096,10700,1527,8588,8910,2833,4961,8894,1942,6952,8905,2407,6190,8305,1832,6473,10297,2147,7730,11630,2399,9008,11575,2590,8454,8768,1281,7196,8787,2844,5333,8558,2540,6018,8648,1503,6881,8591,1899,6423,10989,2182,8622,387,960,1347,0,0,0,635,921,727,565,529,129,184,395,612,712,793,528,759,575,699,408,579,345,674,408,372,327,303,588,684,637,378,328,138,193,375,635,563,700,633,500,607,797,417,617,266,534,783,528,497,365,1207,5079,4781,1703,2554,962,165,73,355,410,496,652,505,424,419,533,631,862,1079,1321,845,558,402,439,1365,6445,7810,3394,4504,7901,3244,4894,8141,2431,5825,8257,2085,6591,8677,2472,8309,10782,2228,8443,10671,3320,3049,7577,2494,756,359
114,114,23846,21400,1098,402,178,685,44,24984,21844,1748,486,285,824,87,18424,16799,675,243,116,502,34,18520,17189,718,164,79,301,0,79,61,20,0,10293,2020,7607,10275,1645,8013,8969,2875,5150,8833,2089,6744,8813,2587,5928,8759,2079,6680,10291,2302,7567,11811,2532,9071,11789,2773,8464,9126,1582,7287,9159,2944,5811,9062,2728,6334,9025,1723,7026,9017,2161,6549,11573,2509,8861,2811,7375,10189,2190,7055,9250,731,795,797,573,321,192,83,383,650,675,691,756,623,546,789,444,601,397,622,516,329,322,341,674,648,790,474,149,203,162,148,644,574,649,614,715,633,730,424,619,453,399,778,455,286,824,1534,5568,4423,1946,2504,853,221,80,372,450,430,419,978,316,570,422,340,933,1049,1266,1019,594,506,441,1816,7766,9582,3183,4768,7950,3413,4905,8317,2515,5843,8357,108,250,356,28,72,99,2529,8870,11393,2868,2883,7299,2375,664,292
115,115,23901,16890,5940,335,223,667,29,23759,16189,6284,441,253,729,43,17484,13200,3595,145,143,430,9,15956,12691,2630,153,126,363,4,143,104,63,4,9089,1381,7224,9030,1091,7524,7882,1879,4898,7762,1443,6319,7750,1895,5596,7720,1476,6244,8950,1548,7055,9988,1797,8034,10275,1953,7819,7710,1033,6466,7732,2154,5246,7619,1915,5704,7589,1191,6174,7587,1539,5790,9653,1688,7821,283,626,905,1669,6790,8450,931,724,1027,646,496,276,98,372,705,739,650,680,596,733,801,371,508,356,387,517,338,262,252,799,689,933,530,182,325,116,343,620,489,779,630,644,666,743,404,509,293,349,543,331,352,464,2569,4047,3621,1749,2443,1022,149,92,234,196,276,415,367,494,367,489,362,721,842,1325,1142,710,625,636,1104,6409,7513,2140,4025,6166,2316,3997,6313,1659,4776,6443,0,0,0,0,0,0,1305,7237,8540,2458,3209,6796,2339,374,334
116,116,23588,20786,1357,342,180,879,52,23309,20493,1417,253,192,827,19,17900,16173,786,190,111,597,23,17379,15977,784,93,86,473,5,57,36,112,5,11002,1731,8609,10901,1555,8775,9036,2668,5315,8850,1747,7103,8896,2284,6285,8827,1816,7011,10575,1952,8187,11823,2052,9526,11754,2295,8879,8887,1232,7388,8910,2680,5823,8787,2345,6442,8741,1415,7032,8737,1942,6441,11364,2046,9123,1179,5610,6791,0,0,0,793,827,959,503,402,165,211,352,672,656,700,614,575,635,678,367,555,435,391,593,395,263,277,651,919,816,474,416,126,91,433,742,672,587,612,591,614,762,361,513,299,408,647,416,354,500,1262,5334,4239,1360,2559,880,185,99,378,556,425,510,409,488,389,367,499,938,1320,1249,866,508,421,411,1250,6714,7964,3241,4825,8068,3482,4968,8455,2594,5988,8582,1740,6828,8567,21,106,123,2140,8617,10762,3306,3065,7437,2579,480,236
117,117,23087,18936,1830,675,823,759,37,24831,21443,1079,786,859,209,15,16866,14193,1138,397,542,511,20,17340,15694,603,284,623,177,0,213,395,30,0,10774,3988,5787,10640,3701,6326,10134,4898,4394,10023,4370,5653,10065,4254,5493,9985,4425,5560,11487,4867,6039,13741,6226,7195,13713,6102,6889,11287,4765,6208,11322,6026,5004,11180,6118,5062,11196,4775,6157,11160,4868,5635,15327,7023,8031,4636,6261,10908,5864,7955,13824,738,1011,1298,562,188,89,59,310,348,675,667,1028,994,580,963,200,369,225,224,392,262,187,48,723,1203,970,684,402,147,77,293,372,551,978,1057,950,623,635,387,429,281,261,520,322,109,150,581,2256,2932,1164,5020,2038,393,392,92,38,59,148,181,133,149,188,197,418,444,811,1119,742,1083,2021,4578,6451,11029,6305,3483,9782,5209,4448,9657,4154,5459,9609,4789,5006,9798,5226,6686,11910,5160,6947,12106,1405,3461,6668,1541,51,50
118,118,23583,19805,2797,238,208,611,103,23245,19443,2942,175,131,549,26,17868,15502,1700,123,121,413,65,16908,15096,1341,32,60,375,0,24,56,117,0,11689,1350,9810,11621,1082,10118,9682,2073,6417,9526,1314,8212,9502,1790,7446,9447,1278,8169,11135,1447,9361,12375,1531,10657,12285,1779,9996,9246,710,8286,9343,1994,6929,9210,1833,7377,9173,893,8043,9134,1240,7642,11550,1345,9992,0,0,0,765,5137,5902,760,977,643,557,241,129,45,398,682,586,899,547,700,522,832,283,639,439,582,546,261,318,383,678,639,928,479,171,72,89,368,683,587,594,586,600,575,867,314,517,336,440,619,497,348,545,1436,5123,4079,2015,2644,720,240,70,346,385,495,277,641,470,467,473,400,762,964,1568,1073,683,520,576,834,8230,9064,2443,5798,8241,2979,5559,8538,2236,6441,8677,0,0,0,0,0,0,569,5036,5605,3183,2955,7397,2549,363,328
119,119,23670,6274,15700,1118,426,1120,42,23265,6004,15962,1411,504,972,125,16083,5135,9745,755,307,692,33,11501,4722,5895,460,298,128,4,368,226,4,4,4279,1501,2506,4192,1155,2789,4064,1755,1738,4005,1627,2378,4005,1772,2086,3999,1687,2312,4392,1683,2511,5047,2077,2865,5011,2054,2672,2875,920,1870,2899,1387,1397,2799,1229,1570,2846,990,1774,2846,1083,1626,4283,1601,2599,1861,2686,4551,2195,2816,5020,992,941,1165,464,365,201,171,608,975,762,992,576,744,785,710,122,384,180,202,135,137,60,160,1025,1246,888,528,225,74,326,470,833,807,718,552,720,642,566,269,332,123,102,304,312,126,68,3443,3568,2707,1408,1633,507,98,23,321,60,282,342,420,584,413,424,264,717,639,1430,792,353,431,159,940,1857,2797,1885,1543,3427,1418,1831,3249,908,2361,3261,0,0,0,0,0,0,1765,3075,4842,1685,3677,4164,3362,525,154
120,120,23310,20082,1958,439,213,536,58,23030,19914,2098,370,103,562,41,17881,15784,1246,275,126,342,32,17168,15602,963,194,53,334,5,162,29,55,5,11317,1388,9321,11235,1126,9630,9223,2297,5978,9082,1448,7634,9093,1757,7047,9071,1431,7640,10709,1606,8720,11793,1721,9873,11781,1860,9387,8926,947,7700,8910,2142,6436,8849,1957,6892,8833,1121,7479,8821,1351,7202,11282,1625,9450,0,0,0,1392,10305,11697,898,788,827,466,592,79,216,372,610,638,857,550,512,556,612,442,602,237,651,494,336,317,299,630,764,570,381,594,118,134,313,511,547,812,514,622,437,775,322,494,377,413,533,658,311,489,1170,4357,4242,1950,2808,668,178,155,532,420,311,527,492,478,373,414,429,796,1088,1425,834,615,617,454,1074,7656,8730,2442,4996,7438,2785,5323,8108,2166,6296,8462,0,0,0,0,0,0,0,0,0,3299,2971,7010,2812,770,256
121,121,23004,16826,2596,1931,995,608,56,22598,16095,2005,3085,1137,593,4,16169,12336,1527,1179,650,383,30,15495,12185,895,1673,602,164,0,1346,455,7,0,9415,3572,4895,9225,3167,5363,8759,4294,3741,8683,3974,4709,8726,3716,4752,8649,3905,4744,9973,4336,5096,11895,5564,6028,11892,5426,5817,9251,3942,5028,9274,4917,4137,9181,4948,4233,9196,4031,4922,9149,4052,4562,12708,5959,6502,5029,6645,11688,5562,6190,11778,784,956,944,627,231,81,124,422,358,645,1288,946,813,772,548,278,337,216,323,240,164,81,28,703,1021,800,590,260,204,19,206,475,554,1284,930,926,640,666,191,407,184,199,418,201,86,51,787,2600,2824,1180,4213,2267,167,182,124,83,129,196,169,68,152,136,192,390,448,770,1002,756,1429,1399,3957,5093,9050,5375,3126,8503,4555,4141,8693,3665,5004,8673,4031,4764,8805,4412,5507,9917,4749,5512,10261,982,3688,6185,1397,33,0
122,122,22931,11145,10213,591,560,685,46,23052,10978,10782,846,548,361,62,16114,8645,6389,399,364,430,24,13815,8252,4812,386,239,111,5,370,237,49,5,6748,1446,4969,6727,1124,5287,5656,1575,3217,5535,1346,4189,5585,1579,3823,5568,1372,4196,6643,1559,4833,7671,1935,5615,7612,1971,5318,4921,749,4040,4950,1449,3281,4863,1236,3627,4884,834,3938,4900,944,3778,6881,1466,5318,0,0,0,28,178,206,841,1094,1073,527,347,166,132,400,777,694,929,618,608,658,973,260,307,263,328,343,134,119,146,921,961,784,629,356,114,153,399,505,727,628,608,761,698,479,247,344,161,333,310,252,92,192,3228,3813,3046,1136,1559,538,105,86,358,219,159,260,234,268,295,270,427,761,849,897,716,562,517,411,790,4065,4855,1790,2793,4583,1687,2947,4636,1113,3506,4623,0,0,0,117,201,320,1362,5576,6937,1635,3360,5508,2112,745,56
123,123,22957,8627,11317,1556,1246,587,48,22393,8294,11031,1832,1175,602,66,16660,7133,7391,1051,879,415,38,13376,6951,5043,642,513,216,19,582,511,28,19,6351,2153,3791,6292,1546,4417,5520,2224,2267,5371,2015,3356,5426,2307,2907,5418,2075,3343,6318,2284,3669,7288,2934,4191,7215,2854,3928,4501,1265,3111,4527,2031,2349,4411,1840,2571,4467,1346,2995,4465,1470,2791,6781,2387,4256,0,0,0,0,0,0,827,888,951,598,471,266,187,669,834,973,766,793,774,785,670,186,319,171,196,377,232,166,118,825,1056,841,420,317,175,135,572,770,697,680,666,490,578,737,292,373,200,307,346,240,293,325,3911,3542,2987,1094,1887,685,105,132,475,298,217,255,147,268,237,422,470,806,770,1080,1172,864,471,364,1305,3108,4413,2199,2169,4368,1641,2395,4034,1074,2818,3888,0,0,0,2171,4126,6295,2000,4438,6439,2018,3323,4711,3322,581,123
124,124,23685,13171,9585,279,194,808,62,23152,12645,9647,191,335,981,27,16874,10168,6054,165,106,557,32,13377,9598,3243,85,92,364,4,54,51,83,4,8339,1289,6635,8201,916,6879,6621,1510,4194,6495,1123,5372,6534,1334,5026,6479,1120,5359,7830,1293,6248,8775,1462,7164,8688,1549,6712,5889,590,5158,5938,1507,4187,5839,1215,4624,5853,722,4961,5855,871,4759,7872,1203,6550,0,0,0,0,0,0,862,1201,861,722,516,31,151,310,713,900,875,610,669,508,626,459,479,272,340,660,165,185,157,701,985,1057,385,237,150,154,347,481,809,760,712,668,577,733,241,497,249,257,482,224,311,325,3096,4470,3506,1313,1810,506,217,26,293,156,226,202,284,329,629,279,240,883,938,999,820,663,712,379,698,5082,5780,1588,3225,4813,2032,3418,5450,1529,3994,5523,0,0,0,0,0,0,1063,6555,7618,2120,3439,6181,2459,254,203
